"Entity","Code","Year","coffe_prod"
"Benin","BEN",2004,85.77
"Benin","BEN",2005,82.25
"Benin","BEN",2006,60
"Benin","BEN",2007,60
"Benin","BEN",2008,70.43
"Benin","BEN",2009,67.34
"Benin","BEN",2010,60
"Benin","BEN",2011,65
"Benin","BEN",2012,68
"Benin","BEN",2013,70
"Benin","BEN",2014,57.3
"Benin","BEN",2015,48.76
"Benin","BEN",2016,58.69
"Benin","BEN",2017,54.91
"Benin","BEN",2018,54.12
"Benin","BEN",2019,55.91
"Benin","BEN",2020,54.98
"Benin","BEN",2021,55
"Benin","BEN",2022,55.3
"Benin","BEN",2023,55.09
"Bolivia","BOL",1961,4400
"Bolivia","BOL",1962,4400
"Bolivia","BOL",1963,4400
"Bolivia","BOL",1964,7400
"Bolivia","BOL",1965,4700
"Bolivia","BOL",1966,7700
"Bolivia","BOL",1967,8200
"Bolivia","BOL",1968,9500
"Bolivia","BOL",1969,10100
"Bolivia","BOL",1970,11200
"Bolivia","BOL",1971,12400
"Bolivia","BOL",1972,13000
"Bolivia","BOL",1973,13400
"Bolivia","BOL",1974,13870
"Bolivia","BOL",1975,14900
"Bolivia","BOL",1976,14664
"Bolivia","BOL",1977,13372
"Bolivia","BOL",1978,13424
"Bolivia","BOL",1979,15700
"Bolivia","BOL",1980,20540
"Bolivia","BOL",1981,21325
"Bolivia","BOL",1982,21179
"Bolivia","BOL",1983,21141
"Bolivia","BOL",1984,21566
"Bolivia","BOL",1985,23361
"Bolivia","BOL",1986,24153
"Bolivia","BOL",1987,25200
"Bolivia","BOL",1988,25450
"Bolivia","BOL",1989,26740
"Bolivia","BOL",1990,24378
"Bolivia","BOL",1991,14071
"Bolivia","BOL",1992,15179
"Bolivia","BOL",1993,13153
"Bolivia","BOL",1994,19216
"Bolivia","BOL",1995,20323
"Bolivia","BOL",1996,22015
"Bolivia","BOL",1997,22608
"Bolivia","BOL",1998,22532
"Bolivia","BOL",1999,26931
"Bolivia","BOL",2000,27696
"Bolivia","BOL",2001,24086
"Bolivia","BOL",2002,24513
"Bolivia","BOL",2003,24700
"Bolivia","BOL",2004,24546
"Bolivia","BOL",2005,24976
"Bolivia","BOL",2006,25272
"Bolivia","BOL",2007,27012
"Bolivia","BOL",2008,27305
"Bolivia","BOL",2009,28270
"Bolivia","BOL",2010,27327.02
"Bolivia","BOL",2011,27596.4
"Bolivia","BOL",2012,28136.86
"Bolivia","BOL",2013,29455.13
"Bolivia","BOL",2014,20496
"Bolivia","BOL",2015,20954
"Bolivia","BOL",2016,21427
"Bolivia","BOL",2017,21181
"Bolivia","BOL",2018,22120.99
"Bolivia","BOL",2019,24841
"Bolivia","BOL",2020,23401
"Bolivia","BOL",2021,23451.98
"Bolivia","BOL",2022,23238.78
"Bolivia","BOL",2023,23579.45
"Brazil","BRA",1961,2228704
"Brazil","BRA",1962,2190303
"Brazil","BRA",1963,1650527
"Brazil","BRA",1964,1042013
"Brazil","BRA",1965,2294047
"Brazil","BRA",1966,1202868
"Brazil","BRA",1967,1507500
"Brazil","BRA",1968,1057700
"Brazil","BRA",1969,1283500
"Brazil","BRA",1970,754800
"Brazil","BRA",1971,1551462
"Brazil","BRA",1972,1495705
"Brazil","BRA",1973,872897
"Brazil","BRA",1974,1615309
"Brazil","BRA",1975,1272298
"Brazil","BRA",1976,375985
"Brazil","BRA",1977,975385
"Brazil","BRA",1978,1267661
"Brazil","BRA",1979,1332772
"Brazil","BRA",1980,1061195
"Brazil","BRA",1981,2032210
"Brazil","BRA",1982,957931
"Brazil","BRA",1983,1671588
"Brazil","BRA",1984,1420281
"Brazil","BRA",1985,1910646
"Brazil","BRA",1986,1041406
"Brazil","BRA",1987,2202708
"Brazil","BRA",1988,1348014
"Brazil","BRA",1989,1532335
"Brazil","BRA",1990,1464856
"Brazil","BRA",1991,1520382
"Brazil","BRA",1992,1294373
"Brazil","BRA",1993,1278759
"Brazil","BRA",1994,1307289
"Brazil","BRA",1995,930135
"Brazil","BRA",1996,1369196
"Brazil","BRA",1997,1228513
"Brazil","BRA",1998,1689366
"Brazil","BRA",1999,1631852
"Brazil","BRA",2000,1903562
"Brazil","BRA",2001,1819569
"Brazil","BRA",2002,2610524
"Brazil","BRA",2003,1987074
"Brazil","BRA",2004,2465710
"Brazil","BRA",2005,2140169
"Brazil","BRA",2006,2573368
"Brazil","BRA",2007,2249011
"Brazil","BRA",2008,2796927
"Brazil","BRA",2009,2440056
"Brazil","BRA",2010,2907265
"Brazil","BRA",2011,2700540
"Brazil","BRA",2012,3037534
"Brazil","BRA",2013,2964538
"Brazil","BRA",2014,2804070
"Brazil","BRA",2015,2647504
"Brazil","BRA",2016,3024466
"Brazil","BRA",2017,2684508
"Brazil","BRA",2018,3552729
"Brazil","BRA",2019,3011745
"Brazil","BRA",2020,3705719
"Brazil","BRA",2021,2985581
"Brazil","BRA",2022,3179176
"Brazil","BRA",2023,3405267
"Burundi","BDI",1961,14000
"Burundi","BDI",1962,13001
"Burundi","BDI",1963,5777
"Burundi","BDI",1964,17737
"Burundi","BDI",1965,12831
"Burundi","BDI",1966,14071
"Burundi","BDI",1967,18682
"Burundi","BDI",1968,16539
"Burundi","BDI",1969,14551
"Burundi","BDI",1970,22084
"Burundi","BDI",1971,25051
"Burundi","BDI",1972,19403
"Burundi","BDI",1973,21395
"Burundi","BDI",1974,28140
"Burundi","BDI",1975,16924
"Burundi","BDI",1976,21428
"Burundi","BDI",1977,17030
"Burundi","BDI",1978,22783
"Burundi","BDI",1979,27728
"Burundi","BDI",1980,18894
"Burundi","BDI",1981,43824
"Burundi","BDI",1982,20221
"Burundi","BDI",1983,35954
"Burundi","BDI",1984,27005
"Burundi","BDI",1985,32493
"Burundi","BDI",1986,31290
"Burundi","BDI",1987,37338
"Burundi","BDI",1988,35247
"Burundi","BDI",1989,31400
"Burundi","BDI",1990,32694
"Burundi","BDI",1991,34204
"Burundi","BDI",1992,37215
"Burundi","BDI",1993,22991
"Burundi","BDI",1994,41293
"Burundi","BDI",1995,25516
"Burundi","BDI",1996,26875
"Burundi","BDI",1997,19991
"Burundi","BDI",1998,16937
"Burundi","BDI",1999,29130
"Burundi","BDI",2000,67439
"Burundi","BDI",2001,70980
"Burundi","BDI",2002,182182
"Burundi","BDI",2003,35682
"Burundi","BDI",2004,204509
"Burundi","BDI",2005,34828
"Burundi","BDI",2006,149460
"Burundi","BDI",2007,31964
"Burundi","BDI",2008,100475
"Burundi","BDI",2009,20517
"Burundi","BDI",2010,89960
"Burundi","BDI",2011,41960
"Burundi","BDI",2012,26340
"Burundi","BDI",2013,22625
"Burundi","BDI",2014,10405
"Burundi","BDI",2015,18367
"Burundi","BDI",2016,13624.46
"Burundi","BDI",2017,16340
"Burundi","BDI",2018,14216
"Burundi","BDI",2019,14059
"Burundi","BDI",2020,7111
"Burundi","BDI",2021,13800
"Burundi","BDI",2022,10500
"Burundi","BDI",2023,9900
"Cambodia","KHM",1961,240
"Cambodia","KHM",1962,350
"Cambodia","KHM",1963,400
"Cambodia","KHM",1964,350
"Cambodia","KHM",1965,400
"Cambodia","KHM",1966,480
"Cambodia","KHM",1967,433
"Cambodia","KHM",1968,350
"Cambodia","KHM",1969,460
"Cambodia","KHM",1970,600
"Cambodia","KHM",1971,600
"Cambodia","KHM",1972,470
"Cambodia","KHM",1973,124
"Cambodia","KHM",1974,100
"Cambodia","KHM",1975,100
"Cambodia","KHM",1976,90
"Cambodia","KHM",1977,85
"Cambodia","KHM",1978,72
"Cambodia","KHM",1979,50
"Cambodia","KHM",1980,70
"Cambodia","KHM",1981,68
"Cambodia","KHM",1982,70
"Cambodia","KHM",1983,80
"Cambodia","KHM",1984,90
"Cambodia","KHM",1985,100
"Cambodia","KHM",1986,120
"Cambodia","KHM",1987,130
"Cambodia","KHM",1988,140
"Cambodia","KHM",1989,150
"Cambodia","KHM",1990,160
"Cambodia","KHM",1991,170
"Cambodia","KHM",1992,180
"Cambodia","KHM",1993,198.08
"Cambodia","KHM",1994,190
"Cambodia","KHM",1995,200
"Cambodia","KHM",1996,250
"Cambodia","KHM",1997,280
"Cambodia","KHM",1998,290
"Cambodia","KHM",1999,300
"Cambodia","KHM",2000,300
"Cambodia","KHM",2001,300
"Cambodia","KHM",2002,300.17
"Cambodia","KHM",2003,305.02
"Cambodia","KHM",2004,310
"Cambodia","KHM",2005,319.57
"Cambodia","KHM",2006,300
"Cambodia","KHM",2007,320
"Cambodia","KHM",2008,330
"Cambodia","KHM",2009,350
"Cambodia","KHM",2010,362.29
"Cambodia","KHM",2011,348.8
"Cambodia","KHM",2012,350.04
"Cambodia","KHM",2013,353.12
"Cambodia","KHM",2014,356.58
"Cambodia","KHM",2015,369.69
"Cambodia","KHM",2016,359.8
"Cambodia","KHM",2017,356.64
"Cambodia","KHM",2018,356.82
"Cambodia","KHM",2019,357.51
"Cambodia","KHM",2020,363.89
"Cambodia","KHM",2021,363.28
"Cambodia","KHM",2022,364.06
"Cambodia","KHM",2023,364.83
"Cameroon","CMR",1961,44700
"Cameroon","CMR",1962,45000
"Cameroon","CMR",1963,53600
"Cameroon","CMR",1964,59100
"Cameroon","CMR",1965,74100
"Cameroon","CMR",1966,63300
"Cameroon","CMR",1967,79600
"Cameroon","CMR",1968,81700
"Cameroon","CMR",1969,81815
"Cameroon","CMR",1970,92993
"Cameroon","CMR",1971,94790
"Cameroon","CMR",1972,96165
"Cameroon","CMR",1973,93913
"Cameroon","CMR",1974,104442
"Cameroon","CMR",1975,92488
"Cameroon","CMR",1976,79599
"Cameroon","CMR",1977,86448
"Cameroon","CMR",1978,107993
"Cameroon","CMR",1979,101166
"Cameroon","CMR",1980,112207
"Cameroon","CMR",1981,109286
"Cameroon","CMR",1982,128237
"Cameroon","CMR",1983,63700
"Cameroon","CMR",1984,137900
"Cameroon","CMR",1985,100020
"Cameroon","CMR",1986,132000
"Cameroon","CMR",1987,82560
"Cameroon","CMR",1988,119400
"Cameroon","CMR",1989,115700
"Cameroon","CMR",1990,100980
"Cameroon","CMR",1991,115080
"Cameroon","CMR",1992,76200
"Cameroon","CMR",1993,68417
"Cameroon","CMR",1994,73743
"Cameroon","CMR",1995,74000
"Cameroon","CMR",1996,104121
"Cameroon","CMR",1997,63600
"Cameroon","CMR",1998,112532
"Cameroon","CMR",1999,98000
"Cameroon","CMR",2000,86200
"Cameroon","CMR",2001,70500
"Cameroon","CMR",2002,41000
"Cameroon","CMR",2003,48000
"Cameroon","CMR",2004,54000
"Cameroon","CMR",2005,60000
"Cameroon","CMR",2006,62300
"Cameroon","CMR",2007,47792
"Cameroon","CMR",2008,50687
"Cameroon","CMR",2009,48123
"Cameroon","CMR",2010,66584
"Cameroon","CMR",2011,26322
"Cameroon","CMR",2012,38127
"Cameroon","CMR",2013,41800
"Cameroon","CMR",2014,38081.87
"Cameroon","CMR",2015,35937.99
"Cameroon","CMR",2016,31388
"Cameroon","CMR",2017,31609.8
"Cameroon","CMR",2018,34619.5
"Cameroon","CMR",2019,34061.3
"Cameroon","CMR",2020,29792.9
"Cameroon","CMR",2021,26791.02
"Cameroon","CMR",2022,26245.72
"Cameroon","CMR",2023,24266.35
"Central African Republic","CAF",1961,8200
"Central African Republic","CAF",1962,5800
"Central African Republic","CAF",1963,12600
"Central African Republic","CAF",1964,7600
"Central African Republic","CAF",1965,11400
"Central African Republic","CAF",1966,9127
"Central African Republic","CAF",1967,8207
"Central African Republic","CAF",1968,8826
"Central African Republic","CAF",1969,12163
"Central African Republic","CAF",1970,10665
"Central African Republic","CAF",1971,6065
"Central African Republic","CAF",1972,8359
"Central African Republic","CAF",1973,10001
"Central African Republic","CAF",1974,13200
"Central African Republic","CAF",1975,14300
"Central African Republic","CAF",1976,13900
"Central African Republic","CAF",1977,14800
"Central African Republic","CAF",1978,15183
"Central African Republic","CAF",1979,16073
"Central African Republic","CAF",1980,16808
"Central African Republic","CAF",1981,17000
"Central African Republic","CAF",1982,17000
"Central African Republic","CAF",1983,15400
"Central African Republic","CAF",1984,18400
"Central African Republic","CAF",1985,13300
"Central African Republic","CAF",1986,20100
"Central African Republic","CAF",1987,21346
"Central African Republic","CAF",1988,24482
"Central African Republic","CAF",1989,20808
"Central African Republic","CAF",1990,14314
"Central African Republic","CAF",1991,17625
"Central African Republic","CAF",1992,9036
"Central African Republic","CAF",1993,9124
"Central African Republic","CAF",1994,14500
"Central African Republic","CAF",1995,9000
"Central African Republic","CAF",1996,18000
"Central African Republic","CAF",1997,15000
"Central African Republic","CAF",1998,12037
"Central African Republic","CAF",1999,11260
"Central African Republic","CAF",2000,12900
"Central African Republic","CAF",2001,12300
"Central African Republic","CAF",2002,13000
"Central African Republic","CAF",2003,5520
"Central African Republic","CAF",2004,4320
"Central African Republic","CAF",2005,3300
"Central African Republic","CAF",2006,1500
"Central African Republic","CAF",2007,2400
"Central African Republic","CAF",2008,3300
"Central African Republic","CAF",2009,3544
"Central African Republic","CAF",2010,5270
"Central African Republic","CAF",2011,6217.62
"Central African Republic","CAF",2012,6922.63
"Central African Republic","CAF",2013,7974.68
"Central African Republic","CAF",2014,10799
"Central African Republic","CAF",2015,9050
"Central African Republic","CAF",2016,10120
"Central African Republic","CAF",2017,9989.67
"Central African Republic","CAF",2018,89979.42
"Central African Republic","CAF",2019,202752.73
"Central African Republic","CAF",2020,289283.3
"Central African Republic","CAF",2021,297961.8
"Central African Republic","CAF",2022,306900.66
"Central African Republic","CAF",2023,316108
"China","CHN",1961,1500
"China","CHN",1962,1700
"China","CHN",1963,2000
"China","CHN",1964,2300
"China","CHN",1965,2500
"China","CHN",1966,3200
"China","CHN",1967,3500
"China","CHN",1968,3500
"China","CHN",1969,3700
"China","CHN",1970,3800
"China","CHN",1971,3900
"China","CHN",1972,5000
"China","CHN",1973,6000
"China","CHN",1974,6000
"China","CHN",1975,4000
"China","CHN",1976,4000
"China","CHN",1977,4000
"China","CHN",1978,4000
"China","CHN",1979,5000
"China","CHN",1980,5000
"China","CHN",1981,6000
"China","CHN",1982,6000
"China","CHN",1983,6000
"China","CHN",1984,9000
"China","CHN",1985,7000
"China","CHN",1986,7700
"China","CHN",1987,8600
"China","CHN",1988,10000
"China","CHN",1989,8000
"China","CHN",1990,6300
"China","CHN",1991,3500
"China","CHN",1992,3800
"China","CHN",1993,4000
"China","CHN",1994,3250
"China","CHN",1995,3196
"China","CHN",1996,3023
"China","CHN",1997,3573
"China","CHN",1998,6237
"China","CHN",1999,8743
"China","CHN",2000,11568
"China","CHN",2001,17202
"China","CHN",2002,19456
"China","CHN",2003,23144
"China","CHN",2004,21659
"China","CHN",2005,21919
"China","CHN",2006,25655
"China","CHN",2007,26000
"China","CHN",2008,33278
"China","CHN",2009,70405
"China","CHN",2010,49596
"China","CHN",2011,65384
"China","CHN",2012,92064
"China","CHN",2013,116826
"China","CHN",2014,127585.93
"China","CHN",2015,115139.76
"China","CHN",2016,113345.44
"China","CHN",2017,114163.14
"China","CHN",2018,115500
"China","CHN",2019,120000
"China","CHN",2020,114000
"China","CHN",2021,108000
"China","CHN",2022,108000
"China","CHN",2023,108000
"Colombia","COL",1961,450000
"Colombia","COL",1962,482100
"Colombia","COL",1963,450000
"Colombia","COL",1964,468000
"Colombia","COL",1965,492000
"Colombia","COL",1966,492000
"Colombia","COL",1967,456000
"Colombia","COL",1968,480000
"Colombia","COL",1969,474000
"Colombia","COL",1970,507000
"Colombia","COL",1971,468000
"Colombia","COL",1972,432000
"Colombia","COL",1973,528000
"Colombia","COL",1974,470000
"Colombia","COL",1975,513200
"Colombia","COL",1976,483000
"Colombia","COL",1977,639420
"Colombia","COL",1978,683220
"Colombia","COL",1979,713340
"Colombia","COL",1980,724380
"Colombia","COL",1981,782200
"Colombia","COL",1982,773600
"Colombia","COL",1983,768600
"Colombia","COL",1984,807800
"Colombia","COL",1985,643100
"Colombia","COL",1986,713500
"Colombia","COL",1987,651600
"Colombia","COL",1988,708700
"Colombia","COL",1989,664000
"Colombia","COL",1990,845000
"Colombia","COL",1991,970740
"Colombia","COL",1992,1100000
"Colombia","COL",1993,818220
"Colombia","COL",1994,721860
"Colombia","COL",1995,821820
"Colombia","COL",1996,671401
"Colombia","COL",1997,642239
"Colombia","COL",1998,766980
"Colombia","COL",1999,546720
"Colombia","COL",2000,637140
"Colombia","COL",2001,656160
"Colombia","COL",2002,696840
"Colombia","COL",2003,694080
"Colombia","COL",2004,674400
"Colombia","COL",2005,667140
"Colombia","COL",2006,724740
"Colombia","COL",2007,757080
"Colombia","COL",2008,688680
"Colombia","COL",2009,468720
"Colombia","COL",2010,535380
"Colombia","COL",2011,468540
"Colombia","COL",2012,462000
"Colombia","COL",2013,653160
"Colombia","COL",2014,728400
"Colombia","COL",2015,827750
"Colombia","COL",2016,818243
"Colombia","COL",2017,851640
"Colombia","COL",2018,813420
"Colombia","COL",2019,885120
"Colombia","COL",2020,833400
"Colombia","COL",2021,560340
"Colombia","COL",2022,665015.94
"Colombia","COL",2023,680857.7
"Comoros","COM",1961,100
"Comoros","COM",1962,100
"Comoros","COM",1963,150
"Comoros","COM",1964,100
"Comoros","COM",1965,100
"Comoros","COM",1966,180
"Comoros","COM",1967,180
"Comoros","COM",1968,180
"Comoros","COM",1969,180
"Comoros","COM",1970,180
"Comoros","COM",1971,120
"Comoros","COM",1972,120
"Comoros","COM",1973,120
"Comoros","COM",1974,120
"Comoros","COM",1975,60
"Comoros","COM",1976,60
"Comoros","COM",1977,70
"Comoros","COM",1978,90
"Comoros","COM",1979,90
"Comoros","COM",1980,80
"Comoros","COM",1981,82
"Comoros","COM",1982,82
"Comoros","COM",1983,83
"Comoros","COM",1984,84
"Comoros","COM",1985,85
"Comoros","COM",1986,85
"Comoros","COM",1987,85
"Comoros","COM",1988,87
"Comoros","COM",1989,87
"Comoros","COM",1990,90
"Comoros","COM",1991,91
"Comoros","COM",1992,92
"Comoros","COM",1993,92.11
"Comoros","COM",1994,92.87
"Comoros","COM",1995,93.68
"Comoros","COM",1996,94
"Comoros","COM",1997,95.44
"Comoros","COM",1998,96
"Comoros","COM",1999,98.07
"Comoros","COM",2000,98
"Comoros","COM",2001,100.99
"Comoros","COM",2002,102.67
"Comoros","COM",2003,100
"Comoros","COM",2004,110.1
"Comoros","COM",2005,120
"Comoros","COM",2006,119.09
"Comoros","COM",2007,120.8
"Comoros","COM",2008,122.62
"Comoros","COM",2009,124.24
"Comoros","COM",2010,125.78
"Comoros","COM",2011,127.35
"Comoros","COM",2012,130
"Comoros","COM",2013,132
"Comoros","COM",2014,133.48
"Comoros","COM",2015,135.35
"Comoros","COM",2016,136.26
"Comoros","COM",2017,137.12
"Comoros","COM",2018,138.18
"Comoros","COM",2019,139.35
"Comoros","COM",2020,141.46
"Comoros","COM",2021,141.86
"Comoros","COM",2022,142.79
"Comoros","COM",2023,143.76
"Congo","COG",1961,900
"Congo","COG",1962,1300
"Congo","COG",1963,1500
"Congo","COG",1964,1500
"Congo","COG",1965,2700
"Congo","COG",1966,910
"Congo","COG",1967,920
"Congo","COG",1968,890
"Congo","COG",1969,1111
"Congo","COG",1970,1102
"Congo","COG",1971,1286
"Congo","COG",1972,1021
"Congo","COG",1973,1035
"Congo","COG",1974,1292
"Congo","COG",1975,1050
"Congo","COG",1976,2160
"Congo","COG",1977,5244
"Congo","COG",1978,4843
"Congo","COG",1979,3120
"Congo","COG",1980,2700
"Congo","COG",1981,2580
"Congo","COG",1982,2900
"Congo","COG",1983,3360
"Congo","COG",1984,2980
"Congo","COG",1985,3480
"Congo","COG",1986,1444
"Congo","COG",1987,1028
"Congo","COG",1988,1830
"Congo","COG",1989,1843
"Congo","COG",1990,1354
"Congo","COG",1991,1401
"Congo","COG",1992,1450
"Congo","COG",1993,1501
"Congo","COG",1994,1553
"Congo","COG",1995,1606
"Congo","COG",1996,1600
"Congo","COG",1997,1338
"Congo","COG",1998,850
"Congo","COG",1999,1490
"Congo","COG",2000,1550
"Congo","COG",2001,1612
"Congo","COG",2002,1687
"Congo","COG",2003,2000
"Congo","COG",2004,2800
"Congo","COG",2005,3300
"Congo","COG",2006,3000
"Congo","COG",2007,3000
"Congo","COG",2008,2400
"Congo","COG",2009,2700
"Congo","COG",2010,2826.61
"Congo","COG",2011,2900.7
"Congo","COG",2012,2934.58
"Congo","COG",2013,2987.03
"Congo","COG",2014,3005.38
"Congo","COG",2015,3038.73
"Congo","COG",2016,3062.07
"Congo","COG",2017,3108.09
"Congo","COG",2018,3151.08
"Congo","COG",2019,3173.44
"Congo","COG",2020,3246.4
"Congo","COG",2021,3222.05
"Congo","COG",2022,3244.67
"Congo","COG",2023,3237.71
"Cook Islands","COK",1961,3
"Cook Islands","COK",1962,5
"Cook Islands","COK",1963,7
"Cook Islands","COK",1964,11
"Cook Islands","COK",1965,10
"Cook Islands","COK",1966,11
"Cook Islands","COK",1967,12
"Cook Islands","COK",1968,10
"Cook Islands","COK",1969,10
"Cook Islands","COK",1970,10
"Cook Islands","COK",1971,10
"Cook Islands","COK",1972,10
"Cook Islands","COK",1973,10
"Cook Islands","COK",1974,10
"Cook Islands","COK",1975,10
"Cook Islands","COK",1976,2
"Cook Islands","COK",1977,3
"Cook Islands","COK",1978,2
"Cook Islands","COK",1979,2
"Cook Islands","COK",1980,2
"Cook Islands","COK",1981,2
"Cook Islands","COK",1982,2
"Cook Islands","COK",1983,2
"Cook Islands","COK",1984,2
"Cook Islands","COK",1985,2
"Cook Islands","COK",1986,2
"Cook Islands","COK",1987,2
"Cook Islands","COK",1988,1
"Cook Islands","COK",1989,1
"Cook Islands","COK",1990,2
"Cook Islands","COK",1991,2
"Cook Islands","COK",1992,5
"Cook Islands","COK",1993,4
"Cook Islands","COK",1994,8
"Cook Islands","COK",1995,15
"Cook Islands","COK",1996,20
"Cook Islands","COK",1997,15
"Cook Islands","COK",1998,10
"Cook Islands","COK",1999,5
"Cook Islands","COK",2000,6.5
"Cook Islands","COK",2001,6.62
"Cook Islands","COK",2002,6.78
"Cook Islands","COK",2003,3
"Cook Islands","COK",2004,0
"Cook Islands","COK",2005,0.14
"Cook Islands","COK",2006,0
"Cook Islands","COK",2007,0
"Cook Islands","COK",2008,0.12
"Cook Islands","COK",2009,0.37
"Cook Islands","COK",2010,0.35
"Cook Islands","COK",2011,0.33
"Cook Islands","COK",2012,0.32
"Cook Islands","COK",2013,0.3
"Cook Islands","COK",2014,0.3
"Cook Islands","COK",2015,0.4
"Cook Islands","COK",2016,0.34
"Cook Islands","COK",2017,0.3
"Cook Islands","COK",2018,0.27
"Cook Islands","COK",2019,0.26
"Cook Islands","COK",2020,0.34
"Cook Islands","COK",2021,0.37
"Cook Islands","COK",2022,0.37
"Cook Islands","COK",2023,0.37
"Costa Rica","CRI",1961,61769
"Costa Rica","CRI",1962,54523
"Costa Rica","CRI",1963,62295
"Costa Rica","CRI",1964,47219
"Costa Rica","CRI",1965,58384
"Costa Rica","CRI",1966,68344
"Costa Rica","CRI",1967,76014
"Costa Rica","CRI",1968,69372
"Costa Rica","CRI",1969,84549
"Costa Rica","CRI",1970,73192
"Costa Rica","CRI",1971,89350
"Costa Rica","CRI",1972,78787
"Costa Rica","CRI",1973,95721
"Costa Rica","CRI",1974,84287
"Costa Rica","CRI",1975,80248
"Costa Rica","CRI",1976,81784
"Costa Rica","CRI",1977,87183
"Costa Rica","CRI",1978,98549
"Costa Rica","CRI",1979,98575
"Costa Rica","CRI",1980,106389
"Costa Rica","CRI",1981,113102
"Costa Rica","CRI",1982,115087
"Costa Rica","CRI",1983,124008
"Costa Rica","CRI",1984,136857
"Costa Rica","CRI",1985,124000
"Costa Rica","CRI",1986,128227
"Costa Rica","CRI",1987,138000
"Costa Rica","CRI",1988,144900
"Costa Rica","CRI",1989,157000
"Costa Rica","CRI",1990,151100
"Costa Rica","CRI",1991,158000
"Costa Rica","CRI",1992,168000
"Costa Rica","CRI",1993,156927
"Costa Rica","CRI",1994,147998
"Costa Rica","CRI",1995,150061
"Costa Rica","CRI",1996,154131
"Costa Rica","CRI",1997,132015
"Costa Rica","CRI",1998,152385
"Costa Rica","CRI",1999,147868
"Costa Rica","CRI",2000,161395
"Costa Rica","CRI",2001,150289
"Costa Rica","CRI",2002,140874
"Costa Rica","CRI",2003,132259
"Costa Rica","CRI",2004,126000
"Costa Rica","CRI",2005,125669
"Costa Rica","CRI",2006,101038
"Costa Rica","CRI",2007,121058
"Costa Rica","CRI",2008,111959
"Costa Rica","CRI",2009,91403
"Costa Rica","CRI",2010,91620
"Costa Rica","CRI",2011,95038
"Costa Rica","CRI",2012,117873
"Costa Rica","CRI",2013,71381
"Costa Rica","CRI",2014,96735
"Costa Rica","CRI",2015,83846
"Costa Rica","CRI",2016,93720
"Costa Rica","CRI",2017,90419
"Costa Rica","CRI",2018,92016
"Costa Rica","CRI",2019,76385
"Costa Rica","CRI",2020,86791
"Costa Rica","CRI",2021,95322
"Costa Rica","CRI",2022,74620
"Costa Rica","CRI",2023,78822
"Cote d'Ivoire","CIV",1961,185500
"Cote d'Ivoire","CIV",1962,97071
"Cote d'Ivoire","CIV",1963,194639
"Cote d'Ivoire","CIV",1964,260698
"Cote d'Ivoire","CIV",1965,202105
"Cote d'Ivoire","CIV",1966,272566
"Cote d'Ivoire","CIV",1967,130759
"Cote d'Ivoire","CIV",1968,287760
"Cote d'Ivoire","CIV",1969,210124
"Cote d'Ivoire","CIV",1970,279610
"Cote d'Ivoire","CIV",1971,239706
"Cote d'Ivoire","CIV",1972,268836
"Cote d'Ivoire","CIV",1973,301804
"Cote d'Ivoire","CIV",1974,195935
"Cote d'Ivoire","CIV",1975,270400
"Cote d'Ivoire","CIV",1976,308400
"Cote d'Ivoire","CIV",1977,291339
"Cote d'Ivoire","CIV",1978,195565
"Cote d'Ivoire","CIV",1979,277048
"Cote d'Ivoire","CIV",1980,249608
"Cote d'Ivoire","CIV",1981,366839
"Cote d'Ivoire","CIV",1982,247708
"Cote d'Ivoire","CIV",1983,270581
"Cote d'Ivoire","CIV",1984,85203
"Cote d'Ivoire","CIV",1985,277082
"Cote d'Ivoire","CIV",1986,265199
"Cote d'Ivoire","CIV",1987,270130
"Cote d'Ivoire","CIV",1988,186705
"Cote d'Ivoire","CIV",1989,221350
"Cote d'Ivoire","CIV",1990,285164
"Cote d'Ivoire","CIV",1991,198909
"Cote d'Ivoire","CIV",1992,257000
"Cote d'Ivoire","CIV",1993,138937
"Cote d'Ivoire","CIV",1994,145576
"Cote d'Ivoire","CIV",1995,194968
"Cote d'Ivoire","CIV",1996,167786
"Cote d'Ivoire","CIV",1997,279219
"Cote d'Ivoire","CIV",1998,311000
"Cote d'Ivoire","CIV",1999,307331
"Cote d'Ivoire","CIV",2000,380000
"Cote d'Ivoire","CIV",2001,301127
"Cote d'Ivoire","CIV",2002,182001
"Cote d'Ivoire","CIV",2003,140027
"Cote d'Ivoire","CIV",2004,154081
"Cote d'Ivoire","CIV",2005,230000
"Cote d'Ivoire","CIV",2006,187000
"Cote d'Ivoire","CIV",2007,170849
"Cote d'Ivoire","CIV",2008,173118
"Cote d'Ivoire","CIV",2009,142945
"Cote d'Ivoire","CIV",2010,94372
"Cote d'Ivoire","CIV",2011,32291
"Cote d'Ivoire","CIV",2012,121426
"Cote d'Ivoire","CIV",2013,103743
"Cote d'Ivoire","CIV",2014,109913.47
"Cote d'Ivoire","CIV",2015,127000
"Cote d'Ivoire","CIV",2016,106000
"Cote d'Ivoire","CIV",2017,33600
"Cote d'Ivoire","CIV",2018,123900
"Cote d'Ivoire","CIV",2019,95204
"Cote d'Ivoire","CIV",2020,82366
"Cote d'Ivoire","CIV",2021,61312
"Cote d'Ivoire","CIV",2022,89878
"Cote d'Ivoire","CIV",2023,91326.79
"Cuba","CUB",1961,37000
"Cuba","CUB",1962,52206
