RegionID,SizeRank,RegionName,RegionType,StateName,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30,2024-07-31,2024-08-31,2024-09-30,2024-10-31,2024-11-30,2024-12-31,2025-01-31,2025-02-28,2025-03-31,2025-04-30,2025-05-31,2025-06-30,2025-07-31,2025-08-31,2025-09-30,2025-10-31
102001,0,United States,country,,1164.805926805038,1171.136725532259,1179.812676967553,1188.7547600396379,1197.5801505324225,1205.3088298574821,1210.9785251490518,1214.5525747924464,1216.4371965076398,1216.8374982518062,1217.2537070610358,1217.6832268042447,1220.654055428019,1225.4066787480128,1231.4134672967898,1239.3113595213072,1247.438329280841,1255.5830336174733,1260.139078992198,1262.202151049692,1261.97262067009,1260.561137038434,1259.3636937495874,1258.6329390144238,1263.1358458632885,1270.711945279132,1282.1559057726704,1291.8146568615311,1301.1639167910894,1308.198422184677,1312.967138072506,1314.3695526914441,1314.5616073296032,1312.8477364637488,1312.637220764931,1313.4183127560661,1318.1978383017863,1325.5209191506476,1335.014823243424,1344.444603872311,1352.5942319763044,1360.0380788536038,1365.344469507732,1368.3931580236717,1367.5503284383497,1366.804323823374,1367.3360974376199,1369.4461188215257,1373.4453745937608,1379.3827581462986,1389.4998532006568,1399.5536685609793,1409.44571982848,1417.3973357301004,1423.1330721064257,1425.9991754055725,1425.491728527874,1423.8672725842482,1422.607957971379,1423.7528078504931,1428.6847908248317,1436.7115027344419,1444.9790222719073,1445.7708656773837,1444.900926918829,1445.2679079552329,1450.5401121929633,1452.0107053493816,1449.588166649488,1446.6020200522698,1445.0541946125516,1446.941849298085,1454.2514582797278,1466.0887497422414,1481.3673013511686,1500.6417352730948,1526.0953200069716,1556.2136984109204,1587.7067929269017,1616.8169924170768,1640.0500212350194,1654.1111831026074,1663.0506254691763,1671.9412730960807,1682.523887979742,1697.3610254057096,1712.9421342832152,1733.172358827565,1753.9519027535894,1775.5293196425012,1793.0844926202203,1802.548562904767,1804.0514973641607,1798.9472771616702,1792.8656830840694,1789.7953941152196,1791.8823585917305,1798.618499144893,1811.321487070662,1822.230521651449,1834.3456462287786,1841.54665900583,1850.018402174304,1854.1632230227867,1854.2334995604617,1850.467131982529,1845.3471817417199,1842.8285827454233,1846.333942241398,1854.5082737800615,1865.710105476649,1876.6040433295614,1887.701816563951,1897.3473912763047,1904.68060640245,1907.759282183322,1907.7730809724396,1904.498087489464,1902.5672467033453,1901.671345282426,1907.8818613797894,1917.2117097043883,1929.4744631096414,1938.9078271561127,1946.045219962584,1950.9076287179612,1953.0504439299118,1953.5339906929496,1952.0500750787673,1948.7080329885382
394913,1,"New York, NY",msa,NY,2236.8460625302255,2251.501965483618,2269.987983855294,2289.332029792355,2303.9511884596186,2319.388541019028,2329.915951608633,2340.0594956507657,2344.2585357199137,2342.349803078915,2333.082723536542,2323.6598848490626,2320.746006928601,2325.3197757728008,2333.8898016123,2346.4103726943495,2360.636347607519,2375.6996931631606,2388.186660721649,2392.42422197001,2393.0485280490543,2385.59995552241,2381.2460058362108,2369.798126413027,2366.6788150521215,2367.3652314914825,2379.1591204149895,2393.7264019503746,2411.6630905853235,2426.0731765002406,2436.470247837509,2438.469124368552,2436.5032522964466,2422.9959945161986,2408.0846910735004,2395.1837162721586,2393.875279145399,2400.819883977559,2414.022838257655,2433.373065555235,2451.5981810464773,2468.614311675403,2480.6707393866855,2489.53824292744,2489.9646130855476,2481.280613472649,2470.54668454116,2460.6373279587656,2460.166551956479,2469.2862905343636,2485.11992605637,2502.93642597441,2523.1326233133864,2544.462256877169,2559.7166365032767,2567.1479154244303,2565.657108734607,2561.0541052957724,2548.352037533992,2540.8814407816017,2540.0384837209303,2553.427215821068,2562.840002783676,2556.985632336809,2541.1240805524317,2518.647684617288,2494.2506548163005,,,2356.1374249645773,2324.7703802875803,2312.0527488320513,2311.161488903732,2326.1475150742376,2347.2077113316677,2374.6402723273222,2418.1227173907123,2472.40149558453,2534.432360108266,2593.577546384804,2641.670635661884,2674.7498493040157,2696.270686388624,2716.4664906423654,2740.753448676762,2772.4967016949204,2810.3388889313565,2851.1025324579614,2901.9955464583277,2954.9447973215333,3002.1170064725743,3029.0844350618613,3032.9438359325964,3018.1857152106386,2993.133801923515,2974.2426043576297,2971.949894706803,2985.0039360608034,3011.0684207893364,3043.305161483879,3078.4310379148296,3108.384710423797,3130.005905800412,3139.8367946136814,3138.3812450009464,3124.3018101703847,3104.6376976793044,3091.5466653463186,3096.9897658109335,3114.6940209472505,3144.0317384510427,3171.836655213143,3202.6476821871943,3229.4148781893364,3245.8010075007746,3251.014153321258,3241.6746344933035,3228.34364152771,3219.197348863981,3214.935105938798,3224.984611722362,3243.45416495594,3273.056839064752,3303.7078807365137,3331.0696757091587,3362.757608427969,3392.266329870573,3413.333732580138,3410.4321252716522,3397.9032925023444
753899,2,"Los Angeles, CA",msa,CA,1761.8715813470842,1773.0711167415384,1788.0650469950112,1803.3553233341336,1818.3960652683195,1830.4143405054367,1842.709402037545,1852.84197375024,1862.5000197451668,1867.326973529955,1872.0211213208256,1877.7894042650298,1887.4497359597947,1898.5595872514036,1909.8290843330947,1920.174236904191,1933.5357849985678,1946.0890182525923,1958.5467465588897,1964.6946465387118,1969.8232318071477,1970.812001564457,1972.7762581893842,1975.2811176555197,1988.4598082156601,2005.024891684669,2026.8405269855016,2041.0228577058376,2054.336836624949,2063.155836544758,2073.2470804997547,2078.713061196732,2083.799644999812,2084.4627139589534,2088.8983771206354,2093.2463992727658,2103.93804976354,2115.8731782527234,2126.224081337084,2135.2039300364663,2142.80998991043,2154.8166758434895,2164.865780993812,2173.591389020226,2177.1885032316886,2181.1635861390464,2186.316476753961,2191.874045964209,2197.2106286612743,2201.59297408057,2213.4881912195924,2223.5921159501845,2236.327832559305,2245.266745101083,2254.091689324481,2259.5200905950383,2263.026912532511,2264.6963696408807,2268.103083935259,2271.348789822852,2278.872730370341,2283.327616776552,2283.253695115702,2270.8783469247824,2259.753147090271,2253.4576507099537,2255.064935064604,2254.3195955458914,2253.4589201555955,2254.0799796153474,2255.7844167916846,2256.062963897176,2265.5818473823883,2276.8588379723365,2292.163866122178,2303.9183158522887,2323.402528862781,2357.402725742983,2403.2715847111212,2456.7605010134157,2497.5777830719676,2522.919276925897,2536.643193405166,2553.206056853697,2572.1413498786433,2597.5041267785873,2622.547031965638,2653.3121313587553,2678.0042553076596,2701.21781952868,2719.853524993342,2734.1292549302516,2739.8223750333173,2734.342541736504,2728.483159482783,2720.9782046199452,2720.517838857098,2725.11492746025,2739.067038278764,2749.805260836779,2758.926857468758,2766.3592223753503,2779.1716296085715,2789.5026096229344,2793.2631373932054,2789.8976262998367,2779.957641808433,2773.737841251264,2778.155451810307,2788.7407755745094,2802.2386632516746,2811.314919540178,2822.9556056798265,2834.7380168770014,2846.9333356326515,2853.273956372227,2857.571039958258,2855.381661708006,2853.2137450378073,2848.631367161935,2871.016877449257,2893.3298881778055,2917.051681478521,2915.965206337569,2919.777390558369,2924.0611976413134,2926.49269982216,2927.792645201314,2927.1214426047345,2924.884109961131
394463,3,"Chicago, IL",msa,IL,1341.0177794244116,1347.9732215562278,1357.9674955208754,1366.9212872682017,1376.295746646689,1385.4710366125512,1389.7766082656162,1392.1424228969934,1387.1643284054423,1380.2382248264048,1374.021661083256,1374.604767862637,1382.2009872528008,1391.1478628794093,1401.9513199496098,1409.4099542701933,1417.7238153418823,1425.0441860635726,1431.2232706622447,1434.4387231862743,1428.006185162375,1418.6523414208461,1407.330203945464,1402.0511088529422,1407.6387724956048,1420.5802460798168,1438.3327098125524,1451.3559116027834,1462.678773095232,1468.2769074167418,1470.174766942035,1465.8096100182493,1460.1462584807657,1449.7677317008006,1443.4579465733946,1441.0603984719962,1448.8562617725472,1459.6909298914982,1472.0885709870868,1482.865616450992,1492.861867947616,1501.6739351966999,1505.8904791948835,1503.5006107044978,1493.5314156352874,1482.2316349882105,1475.5045705372052,1476.2118929004826,1484.8160434911242,1494.7605381781252,1510.1108656691642,1523.178954565527,1535.305251877494,1541.944797136726,1544.5910871123879,1543.7831095668798,1538.3712223856226,1531.8869268175995,1525.022744103815,1520.522140287089,1529.1787266522663,1540.7930878422617,1555.612739750299,1556.356027174654,1555.2648470667318,1552.231146787619,1551.3841465900898,1545.9999624511702,1531.8918248753769,1511.54027189081,1494.6026647536848,1487.652072323146,1489.9628379104854,1500.3656988107227,1516.7750656038618,1541.7284237465662,1568.6757223755253,1594.1259472407226,1613.63992151375,1626.7167316676832,1633.7933122563745,1632.3489000575314,1631.6346727754394,1636.284830627331,1649.2285129548932,1664.3870890889266,1683.8718636644803,1707.5210856474673,1733.4080312558585,1753.6867146394206,1769.4628373248147,1776.0950496446444,1776.6131412010907,1771.771680019144,1766.6305498778822,1766.7882888851711,1773.976461109418,1788.511181019882,1806.9702951682118,1825.9648672515334,1846.9000275241776,1863.714738912994,1875.1485454416656,1880.4916861640793,1876.9156400475078,1869.382939482872,1861.9242745364124,1863.2641704772966,1872.142127837203,1886.5866128693758,1901.9356075599073,1920.9787364208569,1937.9642350141041,1954.2730115919233,1962.6792975254975,1966.1384917864116,1964.527601415515,1962.8580572146775,1962.273424595094,1967.306288707689,1975.8640280310074,1992.854981189103,2010.4260727986862,2031.9881281158548,2051.1486183858156,2069.356824266789,2080.1924197919943,2083.99320487336,2082.427779409871,2076.789127014172
394514,4,"Dallas, TX",msa,TX,1066.7126422226531,1071.569949273993,1079.0562617018431,1090.4636238359287,1099.8551348568944,1107.9984325956966,1114.3667755749234,1117.6258042610823,1118.8512589657794,1118.24405398261,1119.024398394504,1120.9497186316703,1123.0494555654489,1128.8371055430648,1136.7694684397861,1147.2993661022851,1155.5767182293112,1162.66920143843,1167.3374114883095,1170.4760841532643,1170.6045137098454,1171.3943678989233,1170.7872277300107,1171.4845573000118,1176.5151589567706,1182.7214399171503,1195.0836702250424,1203.89971275733,1216.1930112560178,1222.550321553738,1227.4780397638199,1228.2714552179507,1227.0458396556023,1224.17866384381,1225.7458981659317,1226.1168713403035,1230.9428945407376,1236.814364237808,1243.8740505938474,1251.0374104264,1255.9885414314433,1264.1364653647104,1268.0898058143932,1269.314267840379,1266.347292188152,1268.9243772376165,1270.372602466144,1273.0804000616968,1274.2374647339034,1278.154364811683,1288.4924436885779,1297.4770519773513,1306.169178214663,1313.1171805096344,1316.513922517921,1318.4452454007396,1317.3355433149147,1316.5371961229962,1314.4975905339606,1310.9415988335047,1312.8321867106902,1318.6985731403418,1326.694463504996,1327.379839454798,1326.1603356016867,1326.5298859000811,1330.1278633429547,1333.4174082679726,1334.772872007153,1336.728276556668,1338.0671698737267,1341.2398734334276,1347.9414733807776,1358.5282782582615,1369.872951022848,1388.062828378235,1412.521570354159,1446.4273149068215,1480.564763117226,1512.2826763867884,1534.7847647802678,1548.1882958432725,1558.739924011697,1568.2946770035903,1579.47911915739,1590.6561212986476,1603.6708357557181,1622.4128375801083,1645.1349036519618,1673.41608902753,1693.3478696849345,1700.0821051164216,1693.7298291036361,1679.9432388342193,1669.5673905789583,1661.5305201676347,1661.1178923597304,1663.4213740039552,1674.345291642182,1678.7521925471217,1686.8180319308885,1689.4314868089991,1696.6690200766006,1696.752415003607,1691.2621773888125,1682.2938879460896,1674.1282723416093,1666.3982878389106,1663.592038738958,1662.7832937535077,1666.8853730015362,1671.7535643326787,1678.665525292616,1685.0579049941398,1689.2008347272413,1689.6475029495261,1684.078297321653,1677.8530104855706,1670.4879698989691,1666.228215871107,1665.951347686532,1673.2767250286568,1682.741809362934,1692.7385381009537,1695.4240619021919,1696.3077001585384,1693.1278496196085,1689.3105602347255,1684.573082027366,1678.4715978572096
394692,5,"Houston, TX",msa,TX,1205.1346408284785,1208.7569071295022,1215.1659282124751,1225.442871230751,1234.6715712982177,1243.037225807034,1244.4866985233996,1245.4672756633474,1243.218739693583,1240.1686184211749,1236.8591197789776,1233.6457022578352,1233.8669030184944,1235.507419340744,1241.5632925272582,1246.3943284517702,1249.9127710092685,1250.9128383139932,1249.9939180737754,1247.232402858576,1241.7835705536693,1237.9500928127475,1232.3178432656393,1230.011787333754,1230.7717651563682,1238.8765520407837,1247.234967111816,1252.213921654172,1259.6206424216718,1261.5400822285812,1262.1633024886266,1257.0333381866787,1263.5762017194727,1271.5184771906274,1282.2175071559636,1287.391554102079,1290.3596006369112,1296.1037727951395,1298.4131649279007,1305.4517396251704,1308.047994125515,1312.997428693883,1313.1849938962994,1311.584018147603,1307.7348018593407,1307.6959552411404,1309.880052379306,1309.6444251837806,1310.2084668361074,1308.8017671182165,1315.8419631777679,1321.052426369395,1329.9705414816735,1335.6787972289585,1339.2979230555763,1338.8243178483901,1335.6893329624181,1334.5981800405516,1334.1277865781,1336.9749859187082,1339.8282893206929,1345.8382350735392,1351.0822837082987,1347.6669717248005,1341.278618015441,1336.698201218131,1340.703251785043,1345.5189905755294,1345.8736499912409,1347.9482750475752,1349.0685168024895,1349.7184935972798,1352.210037963804,1354.004113705823,1362.7040666174316,1375.5736028947726,1397.2937019090718,1424.2995065927935,1450.3697670795516,1473.9696672927225,1486.858747206274,1493.3526134200938,1495.9699322223262,1500.021654892407,1505.920075368754,1516.3417167960113,1527.00675004829,1540.5648185252046,1552.1619651057104,1567.246014067395,1578.4833164447755,1584.548801610831,1581.7200020555301,1575.2591983142534,1568.1848439940372,1566.5756216822376,1570.4668017626238,1578.5210741396909,1590.0781526121948,1596.3734791747925,1605.279968707649,1611.9834020697815,1617.9645613078271,1618.6423749217681,1613.9642728739514,1608.3893964706438,1602.586345988313,1601.0418673223242,1603.4431987592352,1608.760200005114,1613.3040798054096,1621.212552092035,1629.6847249355274,1638.0433258146463,1642.32123065653,1644.991174191864,1645.1277419509834,1643.2827252415805,1638.6203573656285,1636.5301632184537,1637.7318134131667,1644.0716628241053,1653.0854417759483,1658.1669270322554,1659.3644455020496,1652.2961540499248,1652.4978196871266,1650.8164850480698,1652.1455754319632,1645.969888525131
395209,6,"Washington, DC",msa,VA,1699.9488805804885,1706.62530413595,1718.63378078546,1727.24503894825,1735.755964801226,1742.1798581695277,1746.0395930892005,1743.4434883417184,1742.642945314341,1738.2323843611455,1738.0230534947932,1732.5052930142208,1735.6468382949147,1739.2183489642675,1749.0696643428967,1756.0306118243536,1764.1564333990884,1770.1860446325566,1775.127656307845,1776.596669127462,1772.656416420339,1766.7289281038431,1760.7768514598029,1758.2714868501575,1763.5588896158386,1775.6078664000922,1789.0996268355434,1799.9401395591456,1806.5617927060948,1813.9930460521957,1816.9523655242533,1817.0065611756143,1814.450355067626,1809.6325202310686,1803.6589697345755,1800.0610417664304,1802.3480907606545,1808.846649801997,1820.854032123033,1833.53922894469,1844.9168411834546,1853.8373240942767,1859.1610908804494,1864.2215017021474,1859.0206461079515,1856.4459809653313,1856.0817638916515,1861.123256893908,1865.7436318357143,1871.9823049112517,1881.834555363431,1893.1428336713839,1904.3698184416996,1912.8649087656618,1918.4103843158155,1919.423180551842,1920.2257244067494,1914.1307573437311,1908.0995886949077,1907.2085155430507,1915.1486181903783,1923.7221337695566,1934.641424172628,1933.9321864007413,1931.797769632834,1923.9593754682182,1922.2731389475898,1917.5886068829739,1903.7461809932804,1885.5830927517184,1864.4167504081493,1853.4195020444686,1854.640849005035,1863.289365756089,1873.9006661224944,1890.0498726409642,1918.7691821720646,1957.8834292175366,1996.573697871768,2028.6421565180308,2047.9720069806672,2057.165844792374,2057.465773163636,2056.1903599351326,2057.6776698366184,2067.949225505866,2086.5105883837064,2110.5320718200974,2137.1404327389687,2164.4044892456545,2189.522640266276,2200.920490753343,2199.7599649349577,2183.0485625668166,2166.430987291676,2153.1830638522533,2154.7985401815736,2166.5969360016265,2190.794669764134,2206.811843696421,2225.3423219960246,2236.672615799116,2253.0717475079414,2263.069984850916,2265.2340738882085,2261.7136438763514,2253.1963758775323,2245.843107721221,2249.150992099083,2263.8971096042214,2285.327353141731,2304.808587982233,2323.939699816452,2344.093299480713,2360.1634842584085,2367.991596990405,2366.120609305973,2356.710846457802,2347.147585628139,2340.6548823035732,2350.9692754712573,2367.1883509486847,2389.20603840872,2401.399426910691,2409.0506349526113,2412.5548520463767,2411.0333869235437,2406.1426771999304,2395.1424026549907,2381.0045571287937
394974,7,"Philadelphia, PA",msa,PA,1200.9478265070331,1207.2464915062808,1220.2103576229817,1226.9326633096014,1233.2034734546187,1236.501564994191,1239.0342604581845,1239.4813017799495,1238.6241557210963,1237.3302428832947,1233.4339308784467,1230.517562276238,1231.3821737278863,1239.7088919962293,1248.635929234419,1257.9370561807184,1264.3893588528201,1271.6813601859187,1272.7534293267993,1272.3945827121188,1268.7914786756419,1267.1731264032435,1268.908610596084,1269.816913795941,1274.35003584264,1280.4960764680613,1291.761657188472,1300.4582164279113,1306.0848165612,1307.2920539051315,1307.8933475204017,1307.661993929102,1306.511534711162,1305.7400572893073,1304.9009672710336,1307.7866342204757,1310.8884726305137,1319.0093306290755,1330.1160499187808,1340.0619420562941,1348.9855206254401,1352.5254646495391,1353.6280656162626,1352.277692884738,1349.9836619199207,1351.1467996249894,1354.320793398615,1355.805880787013,1360.5886588404148,1366.7304055058228,1380.5569413917176,1391.6896664348692,1399.52307774719,1406.8604312534198,1410.3687881359642,1410.1766212095351,1405.833079852853,1404.465306694595,1404.2527756882178,1406.6492848702626,1410.0229765356005,1421.5471757413009,1433.461327451073,1438.0603112874223,1438.5491176797125,1438.7855261115985,1444.5162137455075,1444.2038711691105,1442.9472410274789,1441.0769908143932,1441.9533612433459,1444.8059770205289,1450.4651066693273,1458.9878459452711,1468.3948034481932,1484.105316952353,1506.0706794775012,1528.1069647936497,1547.6514987904136,1563.9900403306515,1572.9445932984356,1581.8224619951714,1589.442860169252,1605.2164844664549,1616.1926830051768,1627.7072901583033,1638.5233885195223,1653.247637753528,1668.7781638706065,1684.0444439901837,1696.0432597165498,1700.761621477978,1700.0592261415516,1694.1761053132,1691.240910787535,1688.7003045006127,1692.7167437522462,1696.1546967089298,1707.8558161766011,1717.891140015342,1730.5541790697566,1736.643277827632,1744.2493550304184,1749.0350443284779,1753.4919528003484,1754.0348305118714,1752.0905201026708,1749.8153014014729,1751.3157303664937,1759.5470939370075,1769.3537738774248,1780.3453658497333,1790.3032723887013,1799.8679778218639,1805.7925099273507,1809.8076735597003,1811.9179142053347,1814.6871955712022,1817.4430083780708,1823.7899613245413,1830.804110984405,1837.5394907865666,1839.8926625267814,1843.034342232069,1847.996425397622,1856.016551247955,1868.372378194166,1873.8244162680369,1878.4174978485732,1876.9677862755427
394856,8,"Miami, FL",msa,FL,1467.0959024092217,1472.755764748839,1478.288735281628,1485.3379503605643,1494.0932344076439,1502.6562966088882,1511.5767380523325,1519.0381385532464,1530.2733184874926,1537.651083319496,1547.0942086799823,1549.836972889884,1553.4079300328533,1554.4111420324432,1557.05847253152,1558.4710536463024,1558.0540651064648,1558.2853240521356,1560.4747507438965,1563.3095532053894,1568.4369491862474,1571.4985495816468,1575.3598704045921,1574.3670845018057,1578.9262461496924,1582.2802381959004,1590.2987315228954,1592.6109302577322,1595.161707347687,1597.9581215608007,1603.2405815551938,1610.354594920584,1617.350786971908,1622.556971890927,1624.0189345414638,1624.8667887631316,1626.858623582054,1629.901853325418,1633.6014661485792,1637.545330733156,1641.6083731674098,1646.65197933892,1652.0967178581122,1658.8604223777847,1664.0167010103132,1670.9192183003115,1677.2119311649458,1682.2961985924396,1681.863681006483,1680.1464113901022,1680.7753191302293,1683.886050400363,1689.2994228788045,1693.6757324748191,1698.6754967431204,1702.9043578918825,1709.1354615630198,1718.7973451238538,1728.5573422121342,1735.005118016653,1736.595230552667,1739.8808604189655,1741.1884446872289,1735.2019447120163,1725.86714094009,1723.9415430833858,1729.335893506919,1734.6469775032099,1740.0171817055282,1752.4938785927977,1770.4593938684568,1786.0242519922942,1801.436603547506,1823.797416103985,1852.662848767244,1886.882645371056,1927.2762451170245,,,2110.3218503981557,2168.281451407646,2210.5281511639355,2254.973308131461,2300.138696312891,2341.9778137074895,2374.1824212267798,2409.1989567281607,2447.7242588103372,2486.113150177588,2512.5419725752654,2530.808203880824,2537.8381285033556,2544.831703396616,2547.3071722341033,2553.999936129161,2557.6348155794158,2560.0104306219364,2562.2003102955414,2567.789157206928,2573.3835859507044,2579.9657809205687,2583.8146020881036,2587.447829917447,2590.8511068573034,2594.143484522377,2601.9789039914863,2604.9912413227676,2601.6420651652193,2600.598093588045,2607.0328533779534,2618.4798691306028,2626.554315189192,2629.530148036032,2632.144166045407,2636.814525078754,2641.57361761477,2647.5268934491505,2649.335173909393,2651.927258377489,2653.553298539049,2659.0659713192945,2664.340326245399,2671.050833109577,2672.858025082432,2672.765507433877,2670.864065716235,2670.734817358158,2670.836531510188,2669.9518018978424,2667.949760404571
394347,9,"Atlanta, GA",msa,GA,1006.9964205706151,1011.5426168444561,1014.9684600013838,1024.989314110881,1033.3376533191233,1044.974357550465,1050.9516557571549,1054.0723733632205,1054.2276603663145,1055.0634130527392,1056.3753317232708,1060.3791343361013,1063.758164441407,1070.3202325483517,1077.13295091949,1084.9217834560404,1093.9497517979553,1102.9514735437622,1111.6651576919494,1115.3712019434313,1115.6743100570254,1115.688974913429,1116.1203158780902,1118.0104114470832,1122.1146879345952,1130.1254337422088,1141.4712972212742,1153.3698653958372,1165.6172271237992,1176.0398554549163,1184.7225210393065,1188.1513856220076,1190.145084351313,1187.26763710581,1189.0963286618492,1190.7333623514571,1197.704273033889,1205.7394786780274,1217.1676237964298,1228.8489091841811,1239.9018706206916,1248.2771463179795,1254.4285932791433,1256.8182242962023,1256.5996740783205,1262.41026521781,1267.7083796662362,1273.7285113097455,1278.0987639315083,1285.0091834697653,1296.9173792400563,1308.0875348526913,1318.754522753198,1327.2833186212206,1332.036712992109,1336.2092410534344,1338.0941483317179,1336.5378618738685,1333.8262365452451,1333.9715448567993,1338.8875327918315,1346.7637318770219,1354.480764246473,1357.693150878585,1361.1941442974978,1368.0807032555597,1383.0295180691783,1396.0861388574067,1404.8229571676927,1410.316261255939,1415.8320539306935,1422.424315402544,1435.7017315632227,1452.6818331103595,1470.9945924407407,1492.4683171371566,1521.032159598065,1560.7846950305714,1603.5602370264799,1645.342306962531,1676.4818156587255,1695.2421563080873,1702.533271028246,1704.189225357705,1706.5151542701813,1710.8850441929042,1722.243627274199,1734.8793552823543,1754.3405722879722,1773.9754302498004,1796.5823525517353,1807.3599520069533,1808.766185064205,1797.277720042624,1785.5887427996886,1778.6907558099952,1777.2333155620843,1783.1488935211996,1796.5629755034336,1804.6824364700778,1811.5315041061606,1810.7685826466216,1815.1733872770758,1813.3835142169985,1808.9775252911752,1796.7269410125127,1784.339447078216,1774.9189238399533,1778.380008049807,1788.8403336401593,1796.7178342185052,1802.2863238111008,1807.2513130571208,1813.8722866935507,1818.5696010226757,1817.5650097762125,1818.3285961316508,1812.5666591270644,1808.6779251847602,1804.6385187558012,1811.4886727528585,1825.1242393122009,1837.799287665031,1845.3215147193052,1847.44328132799,1849.581606262762,1854.4570748396231,1859.5133656224111,1863.5267281582942,1860.4367225277012
