,wait_times,Location
0,1.7093366248986654,A
1,3.009142105098352,A
2,1.1875630863655566,A
3,6.994403517108082,A
4,0.7780624163058283,A
5,2.338903521471439,A
6,11.276306571054546,A
7,0.5007651107636493,A
8,1.375350948372627,A
9,2.913570549053104,A
10,7.622010641838136,A
11,1.4705876023325002,A
12,2.57035845152911,A
13,3.3725279475967103,A
14,2.0873691854981997,A
15,0.8574446399635185,A
16,2.65326247478206,A
17,14.76470811643441,A
18,12.4322693481909,A
19,4.939170455512826,A
20,8.168631190087012,A
21,1.632959271135886,A
22,0.31488378208888196,A
23,1.6197662348991098,A
24,13.326268501750434,A
25,0.8885207915897182,A
26,0.5030986696479984,A
27,0.6175132119151459,A
28,0.10134979587558915,A
29,21.111569504812113,A
30,2.4137918341942215,A
31,4.571335911654609,A
32,4.457064817672052,A
33,5.472428900821901,A
34,2.911181563708397,A
35,19.06393973423807,A
36,2.216195983431281,A
37,7.096038256135566,A
38,0.5792874883132922,A
39,3.0427931041669556,A
40,5.91739736957749,A
41,9.066925549953346,A
42,6.806534387128289,A
43,1.4198825226168785,A
44,0.41459270611581134,A
45,5.007852388387354,A
46,10.234383387611453,A
47,11.91203948577942,A
48,2.5031590227970257,A
49,0.2738536398699438,A
50,8.394443737939362,A
51,2.4840991879622516,A
52,5.911492505562467,A
53,14.396894810761673,A
54,0.9266312344100434,A
55,9.117130079818288,A
56,5.718664610612265,A
57,14.399095144494115,A
58,2.396273581368111,A
59,3.7287463021292284,A
60,6.507053443092316,A
61,10.59159159326212,A
62,12.152550496820574,A
63,1.0998384599776252,A
64,1.5697276223634917,A
65,1.3565793979861325,A
66,6.560298220465873,A
67,1.6414711543380518,A
68,4.643365978520377,A
69,0.5073789660468634,A
70,6.898687559863589,A
71,26.866999232062106,A
72,11.665081631386993,A
73,1.0255773126070293,A
74,1.1493598544458803,A
75,12.010874240583128,A
76,0.12310134585402877,A
77,0.45835742380595246,A
78,6.053300053769174,A
79,2.486349092355929,A
80,17.782875198092686,A
81,1.701369960680151,A
82,1.7865848178204742,A
83,3.3521047073862658,A
84,8.621258500040803,A
85,9.15027121185502,A
86,6.764064678840233,A
87,6.659213106366916,A
88,2.8054767270053764,A
89,6.686528343914059,A
90,36.19811958117423,A
91,21.00151215682027,A
92,1.439418907185265,A
93,10.114136791712127,A
94,5.2851255032293665,A
95,4.982536683111853,A
96,1.6151725754703357,A
97,2.6829725557258834,A
98,1.8830842648574249,A
99,12.976501588214845,A
100,10.162489349356328,A
101,7.420735354643053,A
102,4.283858208199218,A
103,1.0242563628465695,A
104,7.004914095503407,A
105,5.054079497173509,A
106,3.017624557726406,A
107,2.4876370324833057,A
108,19.46385393175516,A
109,1.714005336997014,A
110,0.5885930043706042,A
111,5.615872994466906,A
112,0.6668153966728829,A
113,1.8941863394462852,A
114,4.0995446706482355,A
115,16.21322438766535,A
116,0.07134581072814833,A
117,2.9199326455523433,A
118,3.6355312561774564,A
119,8.185337197072776,A
120,1.1216903379888428,A
121,9.25100568145633,A
122,3.5746866871778336,A
123,15.125358625846202,A
124,3.3977732151504023,A
125,1.5544652258275935,A
126,9.518746432187344,A
127,0.4108690844381957,A
128,36.221274911065144,A
129,2.982146412468604,A
130,13.392788241716048,A
131,2.47267957625157,A
132,13.392106356035201,A
133,3.520981736460312,A
134,19.46893172808865,A
135,15.207296456507965,A
136,1.060628678054853,A
137,10.997085892604291,A
138,12.296536530284882,A
139,28.407518718107138,A
140,2.759024438111998,A
141,4.040000249880606,A
142,16.830985540772208,A
143,11.166243563198822,A
144,3.632026910177391,A
145,5.0172267147467515,A
146,2.491338507419851,A
147,9.827925613671983,A
148,18.117019109850613,A
149,7.293515573281351,A
150,5.810152029160761,A
151,9.341341942941963,A
152,1.41669111055836,A
153,22.94721029984676,A
154,9.275378899687071,A
155,4.141531154986182,A
156,1.627874708099473,A
157,36.237772993250985,A
158,7.707442113278729,A
159,9.195404251818509,A
160,10.51142682985132,A
161,1.9520125545990035,A
162,6.962410167873458,A
163,11.92485817591566,A
164,18.217331090698654,A
165,6.050869478045013,A
166,9.16987452361781,A
167,6.239312987786036,A
168,12.213986234620819,A
169,11.341186695063337,A
170,4.9910733088116785,A
171,9.991312515449474,A
172,3.5233222705990226,A
173,0.5702266656398558,A
174,6.6357157646799525,A
175,11.169875648012912,A
176,4.400153527563921,A
177,3.1022182886919256,A
178,3.900417433651603,A
179,1.1685469859211168,A
180,0.4900265110257235,A
181,11.59215096609015,A
