,temperature,high_green
0,22.74507122951685,0.0
1,21.792603548243225,0.0
2,22.97153280715104,0.0
3,24.284544784612038,0.0
4,21.648769937914995,0.0
5,21.648794564576228,0.0
6,24.368819223261088,0.0
7,23.151152093729362,0.0
8,21.295788421097573,0.0
9,22.813840065378947,0.0
10,21.304873460781305,0.0
11,21.301405369644616,0.0
12,22.36294340734905,0.0
13,19.130079633013302,0.0
14,19.41262325123045,0.0
15,21.15656870613854,0.0
16,20.480753319498366,0.0
17,22.471370998892912,0.0
18,20.637963886718182,0.0
19,19.88154444799706,0.0
20,24.19847315338233,0.0
21,21.661335549270195,0.0
22,22.101292307031887,0.0
23,19.862877720679815,0.0
24,21.183425913212226,0.0
25,22.166383884564798,0.0
26,20.273509633866546,0.0
27,22.563547027518506,0.0
28,21.099041965121792,0.0
29,21.562459375310084,0.0
30,21.097440081655904,0.0
31,24.778417276763406,0.0
32,21.979754162893098,0.0
33,20.413433606566148,0.0
34,23.233817368154785,0.0
35,20.168734525043465,0.0
36,22.313295392507133,0.0
37,19.060494814180338,0.0
38,20.007720926652354,0.0
39,22.295291853803686,0.0
40,23.107699869993116,0.0
41,22.257052421784955,0.0
42,21.82652757641764,0.0
43,21.548344456616068,0.0
44,19.78221701444886,0.0
45,20.920233687407936,0.0
46,21.30904184356032,0.0
47,23.585683339328373,0.0
48,22.51542743435269,0.0
49,19.3554397669559,0.0
50,19.48612595409219,1.0
51,18.422376579375523,1.0
52,17.98461699954106,1.0
53,19.917514433261303,1.0
54,20.546499283743927,1.0
55,20.396920178674296,1.0
56,17.741173715166042,1.0
57,18.536181436223178,1.0
58,19.496895147105345,1.0
59,20.46331769068354,1.0
60,18.281238643232065,1.0
61,18.721511535004275,1.0
62,17.34049753899096,1.0
63,17.205690063878993,1.0
64,20.218788733591296,1.0
65,21.034360042856235,1.0
66,18.8919848176295,1.0
67,20.505299346838036,1.0
68,19.542454037571453,1.0
69,18.032320368092314,1.0
70,19.54209340826262,1.0
71,21.307054849698954,1.0
72,18.946260941335073,1.0
73,21.34696548372101,1.0
74,15.070382343865383,1.0
75,20.232853756562836,1.0
76,19.130570602357256,1.0
77,18.5514889743012,1.0
78,19.137641164803252,1.0
79,16.01864662809866,1.0
80,18.670492168243733,1.0
81,19.53566885726762,1.0
82,21.216841067112274,1.0
83,18.22259467258953,1.0
84,17.787259595660217,1.0
85,18.247364434623194,1.0
86,20.373103176553112,1.0
87,19.493126664489527,1.0
88,18.205359694349443,1.0
89,19.769901149670034,1.0
90,19.14561632402206,1.0
91,20.452967485799334,1.0
92,17.94692035918397,1.0
93,18.508506780103346,1.0
94,18.411837770301762,1.0
95,16.80472757780182,1.0
96,19.444180415596865,1.0
97,19.391582908269832,1.0
98,19.00767018496369,1.0
99,18.648119299937278,1.0
