,pollution,low_income
0,27.483570765056164,0.0
1,24.308678494144075,0.0
2,28.23844269050346,0.0
3,32.61514928204013,0.0
4,23.829233126383322,0.0
5,23.8293152152541,0.0
6,32.896064077536955,0.0
7,28.837173645764544,0.0
8,22.65262807032524,0.0
9,27.712800217929825,0.0
10,22.682911535937688,0.0
11,22.671351232148716,0.0
12,26.20981135783017,0.0
13,15.43359877671101,0.0
14,16.375410837434835,0.0
15,22.188562353795135,0.0
16,19.93584439832788,0.0
17,26.571236662976368,0.0
18,20.459879622393945,0.0
19,17.938481493323543,0.0
20,32.32824384460777,0.0
21,23.871118497567323,0.0
22,25.33764102343962,0.0
23,17.87625906893272,0.0
24,22.278086377374088,0.0
25,25.55461294854933,0.0
26,19.245032112888488,0.0
27,26.87849009172836,0.0
28,21.996806550405974,0.0
29,23.541531251033618,0.0
30,21.991466938853016,0.0
31,34.26139092254469,0.0
32,24.93251387631033,0.0
33,19.711445355220498,0.0
34,29.112724560515943,0.0
35,18.895781750144888,0.0
36,26.044317975023777,0.0
37,15.201649380601122,0.0
38,18.359069755507846,0.0
39,25.984306179345616,0.0
40,45.169266059967875,1.0
41,41.19957796832979,1.0
42,39.190462023282315,1.0
43,37.89227413087498,1.0
44,29.65034606742801,1.0
45,34.96109054123704,1.0
46,36.77552860328149,1.0
47,47.399855583532414,1.0
48,42.40532802697923,1.0
49,27.658718912460863,1.0
50,42.268587785763565,1.0
51,37.30442403708578,1.0
52,35.26154599785829,1.0
53,44.28173402188607,1.0
54,47.216996657471654,1.0
55,46.51896083381339,1.0
56,34.12547733744153,1.0
57,37.8355133690415,1.0
58,42.31884401982495,1.0
59,46.828815889856514,1.0
60,36.64578033508297,1.0
61,38.70038716335328,1.0
62,32.255655181957806,1.0
63,31.626553631435304,1.0
64,45.687680756759384,1.0
65,49.49368019999576,1.0
66,39.49592914893766,1.0
67,47.02473028524417,1.0
68,42.53145217533344,1.0
69,35.48416171776413,1.0
70,42.5297692385589,1.0
71,50.766255965261784,1.0
72,39.74921772623034,1.0
73,50.952505590698046,1.0
74,21.66178427137179,1.0
75,45.75331753062657,1.0
76,40.609329477667195,1.0
77,37.90694854673893,1.0
78,40.64232543574852,1.0
79,26.08701759779375,1.0
